Gene ID,Gene Name,Chromosome,Gene Start,Gene End,Gene Length,Gene Strand,IntervalCount,Intervals,Interval Dists to Start,Interval Pos,1_WT_NRF2::1 Present,2_Nrf2_dbminus_NRF2::1 Present,3_Keap1_dbminus_NRF2::1 Present,1_WT_NRF2::1 AvgPeak,2_Nrf2_dbminus_NRF2::1 AvgPeak,3_Keap1_dbminus_NRF2::1 AvgPeak,ActRegCount,Peak Sample,Peak Value,UCSC Link,Altsymbols,Full Description,RNA,Affy Tag,PROT
GeneID:16477,Junb,8,"84,976,909","84,978,748","1,839",-,1,3_Keap1_dbminus_NRF2::1::2486,-1108,upstream,0,0,1,3.00,4.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Junb,Junb,,NM_008416.3,1415899_at,NP_032442.1
GeneID:68544,2310036O22Rik,8,"85,026,833","85,030,286","3,453",+,1,3_Keap1_dbminus_NRF2::1::2487,8911,downstream,0,0,1,3.00,7.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene 2310036O22Rik,"2310036O22Rik, 1110002H14Rik, AI854688",RIKEN cDNA 2310036O22 gene,NM_026760.2,1428201_at,NP_081036.2
GeneID:212999,Tnpo2,8,"85,036,915","85,057,583","20,668",+,1,3_Keap1_dbminus_NRF2::1::2487,-1171,upstream,0,0,1,3.00,7.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Tnpo2,"Kpnb2b, Tnpo2, IPO3, 1110034O24Rik, AI852433, AA414969, Knpb2b, TRN2, AI464345, MGC6380","transportin 2 (importin 3, karyopherin beta 2b)","NM_145390.4, NM_001122843.1","1425592_at, 1425593_at","NP_663365.3, NP_001116315.1"
GeneID:108682,Gpt2,8,"85,492,617","85,527,558","34,941",+,1,3_Keap1_dbminus_NRF2::1::2488,40295,downstream,0,0,1,7.00,1.00,28.00,1,3_Keap1_dbminus_NRF2::1,28,Gene Gpt2,"ALT2, C87201, AU014768, Gpt2, 4631422C05Rik, AU041193",glutamic pyruvate transaminase (alanine aminotransferase) 2,NM_173866.3,1434542_at,NP_776291.1
GeneID:244562,Abcc12,8,"86,504,841","86,566,590","61,749",-,1,3_Keap1_dbminus_NRF2::1::2490,65150,downstream,0,0,1,4.00,1.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Abcc12,"MRP9, Abcc12, 4930467B22Rik","ATP-binding cassette, sub-family C (CFTR/MRP), member 12",NM_172912.4,,NP_766500.3
GeneID:214627,Papd5,8,"88,199,213","88,259,722","60,509",+,2,"3_Keap1_dbminus_NRF2::1::2491, 3_Keap1_dbminus_NRF2::1::2492","23699, 47507","in gene, in gene",0,0,1,3.50,4.50,13.00,2,3_Keap1_dbminus_NRF2::1,14,Gene Papd5,"5830428A09, Papd5, 5730445M16Rik",PAP associated domain containing 5,"NM_001164497.1, NM_001164498.1, NM_001164499.1",1433738_at,"NP_001157969.1, NP_001157970.1, NP_001157971.1"
GeneID:100503817,Gm19910,8,"88,214,042","88,217,433","3,391",+,1,3_Keap1_dbminus_NRF2::1::2491,8870,downstream,0,0,1,3.00,7.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Gm19910,Gm19910,"predicted gene, 19910","XR_108019.2, XR_106149.2",,
GeneID:244585,Rpgrip1l,8,"91,217,030","91,313,222","96,192",-,1,3_Keap1_dbminus_NRF2::1::2497,29190,in gene,0,0,1,3.00,2.00,28.00,1,3_Keap1_dbminus_NRF2::1,28,Gene Rpgrip1l,"Ftm, Rpgrip1l, 4931437C01, 1700047E16Rik, Nphp8",Rpgrip1-like,NM_173431.2,,NP_775607.2
GeneID:16373,Irx3,8,"91,798,511","91,801,654","3,143",-,1,3_Keap1_dbminus_NRF2::1::2498,3574,downstream,0,0,1,4.00,6.00,23.00,1,3_Keap1_dbminus_NRF2::1,23,Gene Irx3,"Irx3, AI894186",Iroquois related homeobox 3 (Drosophila),"NM_001253822.1, NM_008393.3",1418517_at,"NP_001240751.1, NP_032419.2"
GeneID:101055810,LOC101055810,8,"91,802,175","91,805,215","3,040",+,1,3_Keap1_dbminus_NRF2::1::2498,-4095,upstream,0,0,1,4.00,6.00,23.00,1,3_Keap1_dbminus_NRF2::1,23,Gene LOC101055810,,uncharacterized LOC101055810,"XM_003945632.1, XM_003946276.1",,"XP_003945681.1, XP_003946325.1"
GeneID:244595,Ces1a,8,"93,020,214","93,048,192","27,978",-,2,"3_Keap1_dbminus_NRF2::1::2500, 3_Keap1_dbminus_NRF2::1::2501","7360, 6896","in gene, in gene",0,0,1,3.00,7.00,23.00,2,3_Keap1_dbminus_NRF2::1,28,Gene Ces1a,"Ces1a, Ces1l, MGC102259, Gm4976, EG244595",carboxylesterase 1A,NM_001013764.2,,NP_001013786.2
GeneID:382044,Ces1b,8,"93,056,727","93,080,017","23,290",-,3,"3_Keap1_dbminus_NRF2::1::2502, 3_Keap1_dbminus_NRF2::1::2503, 3_Keap1_dbminus_NRF2::1::2504","4593, 2769, 1553","in gene, in gene, in gene",0,0,1,7.00,2.33,18.33,3,3_Keap1_dbminus_NRF2::1,28,Gene Ces1b,"Ces1b, Gm5158",carboxylesterase 1B,NM_001081372.1,,NP_001074841.1
GeneID:75704,Ces1h,8,"93,351,842","93,379,725","27,883",-,1,3_Keap1_dbminus_NRF2::1::2506,-7955,upstream,0,0,1,3.00,3.00,31.00,1,3_Keap1_dbminus_NRF2::1,31,Gene Ces1h,"Ces1h, 2310039D24Rik",carboxylesterase 1H,"XM_910911.4, XM_134476.7",1432261_at,"XP_916004.3, XP_134476.6"
GeneID:17751,Mt3,8,"94,152,607","94,154,148","1,541",+,1,3_Keap1_dbminus_NRF2::1::2509,-1439,upstream,0,0,1,7.00,2.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Mt3,"Mt-3, Mt3",metallothionein 3,NM_013603.2,1420575_at,NP_038631.1
GeneID:17750,Mt2,8,"94,172,618","94,173,567",949,+,2,"3_Keap1_dbminus_NRF2::1::2510, 3_Keap1_dbminus_NRF2::1::2511","-2826, 10230","upstream, downstream",0,0,1,4.50,4.50,20.00,2,3_Keap1_dbminus_NRF2::1,21,Gene Mt2,"AA409533, MT-II, Mt-2, Mt2",metallothionein 2,NM_008630.2,1428942_at,NP_032656.1
GeneID:17748,Mt1,8,"94,179,089","94,180,327","1,238",+,3,"3_Keap1_dbminus_NRF2::1::2510, 3_Keap1_dbminus_NRF2::1::2511, 3_Keap1_dbminus_NRF2::1::2512","-9297, 3759, 7663","upstream, downstream, downstream",0,0,1,6.67,5.33,24.67,3,3_Keap1_dbminus_NRF2::1,34,Gene Mt1,"Mt1, MT-I, Mt-1",metallothionein 1,NM_013602.3,1422557_s_at,NP_038630.1
GeneID:71805,Nup93,8,"94,214,601","94,315,066","100,465",+,1,3_Keap1_dbminus_NRF2::1::2514,76119,in gene,0,0,1,8.00,3.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Nup93,"Nup93, 2410008G02Rik",nucleoporin 93,NM_172410.2,1424291_at,NP_765998.1
GeneID:50788,Fbxl8,8,"105,264,648","105,269,326","4,678",+,1,3_Keap1_dbminus_NRF2::1::2516,11848,downstream,0,0,1,5.00,7.00,33.00,1,3_Keap1_dbminus_NRF2::1,33,Gene Fbxl8,"FBL8, Fbxl8",F-box and leucine-rich repeat protein 8,NM_015821.2,1418411_at,NP_056636.2
GeneID:26386,Hsf4,8,"105,269,801","105,275,845","6,044",+,1,3_Keap1_dbminus_NRF2::1::2516,6695,downstream,0,0,1,5.00,7.00,33.00,1,3_Keap1_dbminus_NRF2::1,33,Gene Hsf4,"mHSF4, ldis1, Hsf4, HSTF4",heat shock transcription factor 4,"NM_001256042.1, NM_001256044.1, NM_011939.3, NR_045689.1",1425786_a_at,"NP_001242971.1, NP_001242973.1, NP_036069.1"
GeneID:78688,Nol3,8,"105,276,447","105,281,939","5,492",+,1,3_Keap1_dbminus_NRF2::1::2516,49,in gene,0,0,1,5.00,7.00,33.00,1,3_Keap1_dbminus_NRF2::1,33,Gene Nol3,"Nop30, B430311C09Rik, NOP, ARC, MYC, Nol3",nucleolar protein 3 (apoptosis repressor with CARD domain),NM_030152.4,,NP_084428.1
GeneID:74356,4931428F04Rik,8,"105,280,409","105,289,528","9,119",-,1,3_Keap1_dbminus_NRF2::1::2516,13032,downstream,0,0,1,5.00,7.00,33.00,1,3_Keap1_dbminus_NRF2::1,33,Gene 4931428F04Rik,"Kiaa0895l, AI426165, 4931428F04Rik",RIKEN cDNA 4931428F04 gene,"NM_028888.2, NM_001166394.1","1429756_at, 1435024_at","NP_083164.1, NP_001159866.1"
GeneID:667846,Gm8841,8,"105,585,319","105,586,200",881,-,1,3_Keap1_dbminus_NRF2::1::2517,6456,downstream,0,0,1,1.00,4.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Gm8841,"Gm8841, EG667846",predicted gene 8841,"XM_992869.3, XM_003086697.2",,"XP_997963.1, XP_003086745.1"
GeneID:74334,Ranbp10,8,"105,768,308","105,827,350","59,042",-,1,3_Keap1_dbminus_NRF2::1::2518,310,in gene,0,0,1,5.00,9.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Ranbp10,"4432417N03Rik, Ranbp10",RAN binding protein 10,NM_145824.4,"1424584_a_at, 1424585_at",NP_665823.2
GeneID:72236,Tsnaxip1,8,"105,827,744","105,844,676","16,932",+,1,3_Keap1_dbminus_NRF2::1::2518,-704,upstream,0,0,1,5.00,9.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Tsnaxip1,"1700016K08Rik, Tsnaxip1, TXI1, MGC118240",translin-associated factor X (Tsnax) interacting protein 1,NM_024445.4,1427018_at,NP_077765.1
GeneID:272538,Tango6,8,"106,683,068","106,851,439","168,371",+,1,3_Keap1_dbminus_NRF2::1::2519,86628,in gene,0,0,1,5.00,3.00,25.00,1,3_Keap1_dbminus_NRF2::1,25,Gene Tango6,"Tango6, E330010G16, Tmco7, AW413431",transport and golgi organization 6,NM_173037.1,1435883_at,NP_766625.1
GeneID:18104,Nqo1,8,"107,388,225","107,403,205","14,980",-,1,3_Keap1_dbminus_NRF2::1::2521,-427,upstream,0,0,1,12.00,6.00,105.00,1,3_Keap1_dbminus_NRF2::1,105,Gene Nqo1,"Nmo-1, Nmo1, Nqo1, Ox-1, Ox1, Dia4, Nmor1, Dtd, AV001255, Qr1","NAD(P)H dehydrogenase, quinone 1",NM_008706.5,1423627_at,NP_032732.3
GeneID:67619,Nob1,8,"107,412,489","107,425,038","12,549",-,1,3_Keap1_dbminus_NRF2::1::2521,21406,downstream,0,0,1,12.00,6.00,105.00,1,3_Keap1_dbminus_NRF2::1,105,Gene Nob1,"1700021I09Rik, ART-4, Psmd8bp1, Nob1p, MGC144650, Nob1, MGC118441, MGC144649",NIN1/RPN12 binding protein 1 homolog (S. cerevisiae),NM_026277.3,,NP_080553.1
GeneID:17463,Psmd7,8,"107,580,380","107,588,482","8,102",-,1,3_Keap1_dbminus_NRF2::1::2522,130,in gene,0,0,1,8.00,8.00,35.00,1,3_Keap1_dbminus_NRF2::1,35,Gene Psmd7,"Mov-34, Mov34, AW107203, Psmd7","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",NM_010817.2,1432820_at,NP_034947.1
GeneID:11765,Ap1g1,8,"109,778,640","109,864,208","85,568",+,2,"3_Keap1_dbminus_NRF2::1::2523, 3_Keap1_dbminus_NRF2::1::2524","16, 560","in gene, in gene",0,0,1,9.00,11.50,28.00,2,3_Keap1_dbminus_NRF2::1,41,Gene Ap1g1,"D8Ertd374e, Adtg, AU041323, Ap1g1, AW551707, AA409002","adaptor protein complex AP-1, gamma 1 subunit",NM_009677.5,"1423388_at, 1434081_at",NP_033807.2
GeneID:20340,Glg1,8,"111,157,548","111,259,202","101,654",-,1,3_Keap1_dbminus_NRF2::1::2526,49058,in gene,0,0,1,1.00,2.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Glg1,"Glg1, Selel, ESL-1, MG160, CFR-1, CFR, MG-160, AI593353, AW537898",golgi apparatus protein 1,NM_009149.2,1417087_at,NP_033175.1
GeneID:170737,Znrf1,8,"111,536,640","111,626,030","89,390",+,1,3_Keap1_dbminus_NRF2::1::2527,87552,in gene,0,0,1,10.00,4.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Znrf1,"nin283, B830022L21Rik, Rnf42, Znrf1, Zrfp1, MGC101991",zinc and ring finger 1,"NM_133206.3, NM_001168621.1, NM_001168622.1, NM_001168623.1","1420949_at, 1420950_at, 1424384_a_at","NP_573469.1, NP_001162092.1, NP_001162093.1, NP_001162094.1"
GeneID:52815,Ldhd,8,"111,626,271","111,630,322","4,051",-,1,3_Keap1_dbminus_NRF2::1::2527,6130,downstream,0,0,1,10.00,4.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Ldhd,"4733401P21Rik, D8Bwg1320e, Ldhd",lactate dehydrogenase D,NM_027570.3,"1428613_at, 1428614_at",NP_081846.3
GeneID:270096,Mon1b,8,"113,635,586","113,645,179","9,593",+,1,3_Keap1_dbminus_NRF2::1::2528,62,in gene,0,0,1,5.00,5.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Mon1b,"5033413H12Rik, Mon1b, 5031407H10",MON1 homolog b (yeast),"NM_173015.2, NM_001048143.1","1428711_at, 1428712_at, 1432685_at","NP_766603.1, NP_001041608.1"
GeneID:668110,Syce1l,8,"113,643,213","113,655,533","12,320",+,1,3_Keap1_dbminus_NRF2::1::2528,-7565,upstream,0,0,1,5.00,5.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Syce1l,"mmrp2, PSESS, MMRP, Syce1l, 4930481F22Rik",synaptonemal complex central element protein 1 like,"NM_001048145.1, NM_029139.1",1432442_at,"NP_001041610.1, NP_083415.1"
GeneID:63857,Bcmo1,8,"117,095,865","117,133,720","37,855",+,1,3_Keap1_dbminus_NRF2::1::2531,28375,in gene,0,0,1,4.00,2.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Bcmo1,"Bcdo1, CMO1, betaCMOOX, Bcdo, Cmoi, Bcmo1, beta-CD","beta-carotene 15,15'-monooxygenase","NM_021486.3, NM_001163028.1",,"NP_067461.2, NP_001156500.1"
GeneID:74440,Cmip,8,"117,257,019","117,461,506","204,487",+,2,"3_Keap1_dbminus_NRF2::1::2532, 3_Keap1_dbminus_NRF2::1::2533","71861, 78661","in gene, in gene",0,0,1,4.50,4.50,21.50,2,3_Keap1_dbminus_NRF2::1,22,Gene Cmip,"4933407C03Rik, 5830471E12Rik, AI314065, Cmip, AI464126",c-Maf inducing protein,"NM_001163262.1, NM_028941.1",1427980_at,"NP_001156734.1, NP_083217.1"
GeneID:234779,Plcg2,8,"117,498,291","117,635,142","136,851",+,1,3_Keap1_dbminus_NRF2::1::2534,62957,in gene,0,0,1,4.00,2.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Plcg2,"Plcg-2, MGC38590, Plcg2, PLCgamma2","phospholipase C, gamma 2",NM_172285.1,1426926_at,NP_758489.1
GeneID:12554,Cdh13,8,"118,283,755","119,323,448","1,039,693",+,3,"3_Keap1_dbminus_NRF2::1::2535, 3_Keap1_dbminus_NRF2::1::2536, 3_Keap1_dbminus_NRF2::1::2537","5701, 110517, 737269","in gene, in gene, in gene",0,0,1,4.33,3.33,25.33,3,3_Keap1_dbminus_NRF2::1,33,Gene Cdh13,"4932416G01Rik, Cdht, Tcad, Cdh13, T-cadherin",cadherin 13,NM_019707.4,"1423551_at, 1431824_at, 1434115_at",NP_062681.2
GeneID:71839,Osgin1,8,"119,437,162","119,446,256","9,094",+,1,3_Keap1_dbminus_NRF2::1::2538,-138,upstream,0,0,1,11.00,6.00,87.00,1,3_Keap1_dbminus_NRF2::1,87,Gene Osgin1,"Osgin1, Okl38, 1700012B18Rik",oxidative stress induced growth inhibitor 1,NM_027950.1,1424022_at,NP_082226.1
GeneID:117148,Necab2,8,"119,446,719","119,472,635","25,916",+,1,3_Keap1_dbminus_NRF2::1::2538,-9695,upstream,0,0,1,11.00,6.00,87.00,1,3_Keap1_dbminus_NRF2::1,87,Gene Necab2,"MGC141287, Efcbp2, Necab2, MGC141288",N-terminal EF-hand calcium binding protein 2,NM_054095.2,1418881_at,NP_473436.1
GeneID:72042,Cotl1,8,"119,809,214","119,840,579","31,365",-,1,3_Keap1_dbminus_NRF2::1::2539,23139,in gene,0,0,1,4.00,4.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Cotl1,"2010004C08Rik, Cotl1, Clp, 1810074P22Rik",coactosin-like 1 (Dictyostelium),NM_028071.3,"1416001_a_at, 1416002_x_at, 1425801_x_at, 1436236_x_at",NP_082347.1
GeneID:22224,Usp10,8,"119,910,852","119,957,557","46,705",+,1,3_Keap1_dbminus_NRF2::1::2540,-308,upstream,0,0,1,4.00,4.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Usp10,"mKIAA0190, Uchrp, UBPO, 2610014N07Rik, Usp10",ubiquitin specific peptidase 10,NM_009462.1,,NP_033488.1
GeneID:382034,Gse1,8,"120,488,866","120,581,383","92,517",+,1,3_Keap1_dbminus_NRF2::1::2541,75054,in gene,0,0,1,4.00,9.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Gse1,"mKIAA0182, Gse1, MGC58013, 2210013I18Rik",genetic suppressor element 1,"NM_198671.2, NM_001145896.1, NM_001145897.1",1429653_at,"NP_941073.2, NP_001139368.1, NP_001139369.1"
GeneID:77087,Ankrd11,8,"122,883,822","123,042,284","158,462",-,2,"3_Keap1_dbminus_NRF2::1::2543, 3_Keap1_dbminus_NRF2::1::2544","135660, 110012","in gene, in gene",0,0,1,8.50,6.50,48.50,2,3_Keap1_dbminus_NRF2::1,71,Gene Ankrd11,"9530048I21Rik, Yod, 2410104C19Rik, 6330578C09Rik, Ankrd11, 3010027A04Rik, AA930108, Gm176",ankyrin repeat domain 11,"NM_001081379.2, NR_037865.1",1435778_at,NP_001074848.2
GeneID:100503230,Gm19600,8,"123,631,215","123,634,271","3,056",+,1,3_Keap1_dbminus_NRF2::1::2546,3377,downstream,0,0,1,6.00,5.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Gm19600,Gm19600,"predicted gene, 19600","XR_108051.1, XR_106135.1",,
GeneID:209966,Pgbd5,8,"124,369,049","124,433,936","64,887",-,1,3_Keap1_dbminus_NRF2::1::2548,47248,in gene,0,0,1,5.00,3.00,40.00,1,3_Keap1_dbminus_NRF2::1,40,Gene Pgbd5,"Pgbd5, AI854313, 2900019M05Rik",piggyBac transposable element derived 5,NM_171824.2,,NP_741958.1
GeneID:101056077,LOC101056077,8,"125,516,931","125,569,703","52,772",-,1,3_Keap1_dbminus_NRF2::1::2549,487,in gene,0,0,1,3.00,9.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene LOC101056077,,uncharacterized LOC101056077,"XM_003945637.1, XM_003946280.1",,"XP_003945686.1, XP_003946329.1"
GeneID:75930,4930567H12Rik,8,"125,584,638","125,616,670","32,032",+,1,3_Keap1_dbminus_NRF2::1::2550,35010,downstream,0,0,1,4.00,3.00,28.00,1,3_Keap1_dbminus_NRF2::1,28,Gene 4930567H12Rik,"4930567H12Rik, 4930579P07Rik",RIKEN cDNA 4930567H12 gene,NR_015535.2,,
GeneID:67952,Tomm20,8,"126,930,664","126,945,921","15,257",-,2,"3_Keap1_dbminus_NRF2::1::2556, 3_Keap1_dbminus_NRF2::1::2557","13585, -191","in gene, upstream",0,0,1,7.50,7.50,18.00,2,3_Keap1_dbminus_NRF2::1,20,Gene Tomm20,"1810060K07Rik, TOM20, MGC6333, BB284719, MGC117642, MOM19, mKIAA0016, MAS20, Tomm20, Gm19268",translocase of outer mitochondrial membrane 20 homolog (yeast),NM_024214.2,"1423079_a_at, 1423080_at, 1423081_a_at, 1435187_at, 1435534_a_at",NP_077176.1
GeneID:52202,Rbm34,8,"126,947,172","126,971,079","23,907",-,1,3_Keap1_dbminus_NRF2::1::2557,24967,downstream,0,0,1,10.00,12.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Rbm34,"Rbm34, 4930547K05Rik, D8Ertd233e, 6330444B11",RNA binding motif protein 34,NM_172762.2,"1429587_at, 1436595_at",NP_766350.2
GeneID:93742,Pard3,8,"127,064,056","127,612,286","548,230",+,1,3_Keap1_dbminus_NRF2::1::2558,254024,in gene,0,0,1,3.00,1.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Pard3,"Pard3a, ASIP, D8Ertd580e, Par3, AA960621, AI256638, Pard3, PAR-3",par-3 (partitioning defective 3) homolog (C. elegans),"NM_001013581.2, NM_001013580.3, NM_033620.2, NM_001122850.1","1420391_at, 1434775_at","NP_001013599.1, NP_001013598.1, NP_296369.2, NP_001116322.1"
GeneID:16412,Itgb1,8,"128,685,654","128,733,579","47,925",+,1,3_Keap1_dbminus_NRF2::1::2559,-278,upstream,0,0,1,9.00,8.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Itgb1,"AA960159, 4633401G24Rik, Fnrb, AA409975, Itgb1, CD29, Gm9863, gpIIa, ENSMUSG00000051907",integrin beta 1 (fibronectin receptor beta),NM_010578.2,"1426918_at, 1426919_at, 1426920_x_at, 1427771_x_at",NP_034708.1
GeneID:55991,Panx1,9,"15,005,785","15,045,478","39,693",-,1,3_Keap1_dbminus_NRF2::1::2562,8518,in gene,0,0,1,4.00,3.00,54.00,1,3_Keap1_dbminus_NRF2::1,54,Gene Panx1,"Panx1, AI847747",pannexin 1,NM_019482.2,1416379_at,NP_062355.2
GeneID:66917,Chordc1,9,"18,292,267","18,314,000","21,733",+,1,3_Keap1_dbminus_NRF2::1::2563,-139,upstream,0,0,1,7.00,7.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Chordc1,"morgana, Chp-1, AA409036, 1110001O09Rik, Chordc1","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1",NM_025844.2,,NP_080120.1
GeneID:53867,Col5a3,9,"20,770,050","20,815,034","44,984",-,1,3_Keap1_dbminus_NRF2::1::2565,54106,downstream,0,0,1,3.00,2.00,13.00,1,3_Keap1_dbminus_NRF2::1,13,Gene Col5a3,Col5a3,,NM_016919.2,"1419703_at, 1425984_at",NP_058615.1
GeneID:100503569,Gm16754,9,"21,225,371","21,232,640","7,269",+,3,"3_Keap1_dbminus_NRF2::1::2568, 3_Keap1_dbminus_NRF2::1::2569, 3_Keap1_dbminus_NRF2::1::2570","13093, 13477, 13925","downstream, downstream, downstream",0,0,1,6.33,7.67,19.33,3,3_Keap1_dbminus_NRF2::1,23,Gene Gm16754,Gm16754,"predicted gene, 16754","XR_108134.1, XR_105237.1",,
GeneID:50868,Keap1,9,"21,229,730","21,239,332","9,602",-,3,"3_Keap1_dbminus_NRF2::1::2568, 3_Keap1_dbminus_NRF2::1::2569, 3_Keap1_dbminus_NRF2::1::2570","868, 484, 36","in gene, in gene, in gene",0,0,1,6.33,7.67,19.33,3,3_Keap1_dbminus_NRF2::1,23,Gene Keap1,"mKIAA0132, Keap1, INRF2",kelch-like ECH-associated protein 1,"NM_016679.4, NM_001110305.1, NM_001110306.1, NM_001110307.1",,"NP_057888.1, NP_001103775.1, NP_001103776.1, NP_001103777.1"
GeneID:94226,S1pr5,9,"21,242,917","21,248,443","5,526",-,4,"3_Keap1_dbminus_NRF2::1::2568, 3_Keap1_dbminus_NRF2::1::2569, 3_Keap1_dbminus_NRF2::1::2570, 3_Keap1_dbminus_NRF2::1::2571","9979, 9595, 9147, -9317","downstream, downstream, downstream, upstream",0,0,1,5.50,6.75,19.50,4,3_Keap1_dbminus_NRF2::1,23,Gene S1pr5,"S1P5, lpB4, Edg8, S1pr5",sphingosine-1-phosphate receptor 5,NM_053190.2,,NP_444420.1
GeneID:235040,Atg4d,9,"21,265,299","21,274,368","9,069",+,1,3_Keap1_dbminus_NRF2::1::2571,-7539,upstream,0,0,1,3.00,4.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Atg4d,"Atg4dl, 9830134P12Rik, Apg4d, Autl4, APG4-D, MGC31226, Atg4d","autophagy related 4D, cysteine peptidase",NM_153583.9,1433918_at,NP_705811.8
GeneID:19340,Rab3d,9,"21,907,510","21,918,121","10,611",-,1,3_Keap1_dbminus_NRF2::1::2572,-6071,upstream,0,0,1,6.00,6.00,24.00,1,3_Keap1_dbminus_NRF2::1,24,Gene Rab3d,"C130057E11Rik, Rab3d","RAB3D, member RAS oncogene family",NM_031874.4,"1418890_a_at, 1418891_a_at",NP_114080.2
GeneID:235043,Tmem205,9,"21,921,009","21,927,535","6,526",-,1,3_Keap1_dbminus_NRF2::1::2572,3343,in gene,0,0,1,6.00,6.00,24.00,1,3_Keap1_dbminus_NRF2::1,24,Gene Tmem205,"Tmem205, MGC18837",transmembrane protein 205,"NM_001253867.1, NM_001253868.1, NM_001253869.1, NM_001253870.1, NM_178577.5, NR_045606.1",1430421_a_at,"NP_001240796.1, NP_001240797.1, NP_848692.2, NP_001240798.1, NP_001240799.1"
GeneID:67119,Ccdc159,9,"21,927,471","21,935,872","8,401",+,1,3_Keap1_dbminus_NRF2::1::2572,-3279,upstream,0,0,1,6.00,6.00,24.00,1,3_Keap1_dbminus_NRF2::1,24,Gene Ccdc159,"Ccdc159, 2510048L02Rik",coiled-coil domain containing 159,"NM_025977.3, NM_001164614.1",1420430_a_at,"NP_080253.2, NP_001158086.1"
GeneID:68743,Anln,9,"22,331,214","22,389,206","57,992",-,1,3_Keap1_dbminus_NRF2::1::2573,66678,downstream,0,0,1,7.00,3.00,18.00,1,3_Keap1_dbminus_NRF2::1,18,Gene Anln,"2900037I21Rik, C78101, Anln, Scraps, 1110037A17Rik","anillin, actin binding protein",NM_028390.3,1433543_at,NP_082666.2
GeneID:80517,Herpud2,9,"25,108,130","25,151,781","43,651",-,1,3_Keap1_dbminus_NRF2::1::2575,-155,upstream,0,0,1,10.00,11.00,23.00,1,3_Keap1_dbminus_NRF2::1,23,Gene Herpud2,"5031400M07Rik, AB041580, Herpud2",HERPUD family member 2,NM_020586.2,"1415981_at, 1415982_at",NP_065611.1
GeneID:235184,Msantd2,9,"37,489,321","37,524,165","34,844",+,1,3_Keap1_dbminus_NRF2::1::2580,28279,in gene,0,0,1,5.00,4.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Msantd2,"Msantd2, 9530092B10Rik, 2810450G17Rik, BC024479, MGC37388",Myb/SANT-like DNA-binding domain containing 2,NM_146222.2,1426232_at,NP_666334.2
GeneID:78194,4930546K05Rik,9,"42,182,238","42,209,231","26,993",-,1,3_Keap1_dbminus_NRF2::1::2583,21295,in gene,0,0,1,3.00,3.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene 4930546K05Rik,4930546K05Rik,RIKEN cDNA 4930546K05 gene,NR_040754.1,,
GeneID:272589,Tbcel,9,"42,412,317","42,472,226","59,909",-,1,3_Keap1_dbminus_NRF2::1::2584,10786,in gene,0,0,1,7.00,0.00,26.00,1,3_Keap1_dbminus_NRF2::1,26,Gene Tbcel,"Lrrc35, D330014K23, Tbcel, E130107N23Rik",tubulin folding cofactor E-like,NM_173038.3,1434330_at,NP_766626.1
GeneID:69632,Arhgef12,9,"42,963,842","43,105,718","141,876",-,1,3_Keap1_dbminus_NRF2::1::2585,-1834,upstream,0,0,1,9.00,7.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Arhgef12,"2310014B11Rik, mKIAA0382, Arhgef12, AU019857, Larg, KIAA0380",Rho guanine nucleotide exchange factor (GEF) 12,NM_027144.2,1423902_s_at,NP_081420.2
